index,placeID,hours,days
574,132992,00:00-23:30;,Sat;
575,132992,00:00-23:30;,Sun;
576,132986,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
577,132986,00:00-00:00;,Sat;
578,132986,08:00-11:00;,Sun;
579,132985,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
580,132985,00:00-00:00;,Sat;
581,132985,08:00-11:00;,Sun;
582,132984,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
583,132984,21:00-01:00;,Sat;
584,132984,21:00-00:00;,Sun;
585,132983,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
586,132983,21:00-01:00;,Sat;
587,132983,21:00-00:00;,Sun;
588,132982,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
589,132982,21:00-01:00;,Sat;
590,132982,21:00-00:00;,Sun;
591,132981,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
592,132981,21:00-01:00;,Sat;
593,132981,21:00-00:00;,Sun;
594,132980,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
595,132980,00:00-00:00;,Sat;
596,132980,08:00-11:00;,Sun;
597,132979,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
598,132979,21:00-01:00;,Sat;
599,132979,21:00-00:00;,Sun;
600,132978,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
601,132978,21:00-01:00;,Sat;
602,132978,21:00-00:00;,Sun;
603,132977,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
604,132977,21:00-01:00;,Sat;
605,132977,21:00-00:00;,Sun;
606,132976,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
607,132976,21:00-01:00;,Sat;
608,132976,21:00-00:00;,Sun;
609,132975,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
610,132975,21:00-01:00;,Sat;
611,132975,21:00-00:00;,Sun;
612,132974,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
613,132974,21:00-01:00;,Sat;
614,132974,21:00-00:00;,Sun;
615,132973,21:00-01:30;,Mon;Tue;Wed;Thu;Fri;
616,132973,20:00-01:00;,Sat;
617,132973,20:00-00:30;,Sun;
618,132972,19:00-01:00;,Mon;Tue;Wed;Thu;Fri;
619,132972,19:00-02:00;,Sat;
620,132972,19:00-02:00;,Sun;
621,132971,08:00-18:00;,Sat;
622,132971,08:00-19:00;,Mon;Tue;Wed;Thu;Fri;
623,132971,08:00-17:00;,Sun;
624,132970,20:00-01:00;,Mon;Tue;Wed;Thu;Fri;
625,132970,20:00-03:30;,Sat;
626,132970,20:00-02:00;,Sun;
627,132969,15:00-23:30;,Mon;Tue;Wed;Thu;Fri;
628,132969,15:00-23:30;,Sat;
629,132969,15:00-23:30;,Sun;
630,132968,15:00-23:30;,Mon;Tue;Wed;Thu;Fri;
631,132968,15:00-23:30;,Sat;
632,132968,15:00-23:30;,Sun;
633,132967,21:00-03:00;,Mon;Tue;Wed;Thu;Fri;
634,132967,21:00-03:00;,Sat;
635,132967,21:00-03:00;,Sun;
636,132966,15:00-03:00;,Mon;Tue;Wed;Thu;Fri;
637,132966,15:00-03:00;,Sat;
638,132966,17:00-03:00;,Sun;
639,132965,17:00-03:00;,Mon;Tue;Wed;Thu;Fri;
640,132965,17:00-03:00;,Sat;
641,132965,17:00-03:00;,Sun;
642,132964,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;
643,132964,12:00-23:30;,Sat;
644,132964,12:00-23:30;,Sun;
645,132963,10:00-22:00;,Mon;Tue;Wed;Thu;Fri;
646,132963,10:00-22:00;,Sat;
647,132963,10:00-22:00;,Sun;
648,132962,08:00-18:00;,Mon;Tue;Wed;Thu;Fri;
649,132962,08:00-18:00;,Sat;
650,132962,08:00-18:00;,Sun;
651,132961,18:00-07:00;,Mon;Tue;Wed;Thu;Fri;
652,132961,18:00-07:00;,Sat;
653,132961,18:00-07:00;,Sun;
654,132960,08:00-19:00;,Mon;Tue;Wed;Thu;Fri;
655,132960,08:00-19:00;,Sat;
656,132960,08:00-19:00;,Sun;
657,132959,19:00-23:30;,Mon;Tue;Wed;Thu;Fri;
658,132959,19:00-23:30;,Sat;
659,132959,19:00-23:30;,Sun;
660,132958,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;
661,132958,10:00-23:30;,Sat;
662,132958,10:00-23:30;,Sun;
663,132957,10:00-23:00;,Mon;Tue;Wed;Thu;Fri;
664,132957,10:00-23:00;,Sat;
665,132957,10:00-23:00;,Sun;
666,132956,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;
667,132956,12:00-22:30;,Sat;
668,132956,12:00-21:00;,Sun;
669,132955,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
670,132955,00:00-23:30;,Sat;
671,132955,00:00-23:30;,Sun;
672,132954,08:00-22:30;,Mon;Tue;Wed;Thu;Fri;
673,132954,08:00-15:30;,Sat;
674,132954,08:00-13:00;,Sun;
675,132953,10:00-17:00;,Mon;Tue;Wed;Thu;Fri;
676,132953,10:00-17:30;,Sat;
677,132953,10:00-17:30;,Sun;
678,132951,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
679,132951,00:00-23:30;,Sat;
680,132951,00:00-23:30;,Sun;
681,132950,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
682,132950,00:00-23:30;,Sat;
683,132950,00:00-23:30;,Sun;
684,132948,08:00-12:00;,Mon;Tue;Wed;Thu;Fri;
685,132948,08:00-12:00;,Sat;
686,132948,08:00-12:00;,Sun;
687,132947,12:00-20:00;,Mon;Tue;Wed;Thu;Fri;
688,132947,12:00-20:00;,Sat;
689,132947,12:00-20:00;,Sun;
690,132946,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
691,132946,00:00-23:30;,Sat;
692,132946,00:00-23:30;,Sun;
693,132945,09:00-17:00;,Mon;Tue;Wed;Thu;Fri;
694,132945,09:00-18:00;,Sat;
695,132945,09:00-17:00;,Sun;
696,132944,12:00-19:00;,Mon;Tue;Wed;Thu;Fri;
697,132944,12:00-19:00;,Sat;
698,132944,12:00-19:00;,Sun;
699,132943,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
700,132943,00:00-23:30;,Sat;
701,132943,00:00-23:30;,Sun;
702,132942,12:00-19:00;,Mon;Tue;Wed;Thu;Fri;
703,132942,12:00-19:00;,Sat;
704,132942,12:00-18:00;,Sun;
705,132941,15:00-21:00;,Mon;Tue;Wed;Thu;Fri;
706,132941,15:00-21:00;,Sat;
707,132941,15:00-21:00;,Sun;
708,132940,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
709,132940,21:00-01:30;,Sat;
710,132940,21:00-00:00;,Sun;
711,132939,10:00-14:30;,Mon;Tue;Wed;Thu;Fri;
712,132939,10:00-14:30;,Sat;
713,132939,00:00-23:30;,Sun;
714,132938,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
715,132938,11:00-16:00;,Sat;
716,132938,11:00-16:00;,Sun;
717,132937,21:00-02:00;,Mon;Tue;Wed;Thu;Fri;
718,132937,21:00-02:00;,Sat;
719,132937,16:00-23:30;,Sun;
720,132936,09:30-16:00;,Mon;Tue;Wed;Thu;Fri;
721,132936,09:30-16:00;,Sat;
722,132936,00:00-23:30;,Sun;
723,132935,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
724,132935,12:00-17:00;,Sat;
725,132935,12:00-17:00;,Sun;
726,132934,09:00-18:00;,Mon;Tue;Wed;Thu;Fri;
727,132934,09:00-18:00;,Sat;
728,132934,09:00-18:00;,Sun;
729,132933,19:00-02:00;,Mon;Tue;Wed;Thu;Fri;
730,132933,19:00-04:00;,Sat;
731,132933,19:00-02:00;,Sun;
732,132932,11:00-23:30;,Mon;Tue;Wed;Thu;Fri;
733,132932,10:00-23:30;,Sat;
734,132932,10:30-20:00;,Sun;
735,132931,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;
736,132931,08:00-22:00;,Sat;
737,132931,08:00-22:00;,Sun;
738,132930,10:00-14:30;,Mon;Tue;Wed;Thu;Fri;
739,132930,10:00-14:30;,Sat;
740,132930,00:00-00:00;,Sun;
741,132929,08:00-14:00;,Mon;Tue;Wed;Thu;Fri;
742,132929,08:00-14:00;,Sat;
743,132929,08:00-14:00;,Sun;
744,132928,06:30-17:00;,Mon;Tue;Wed;Thu;Fri;
745,132928,00:00-00:00;,Sat;
746,132928,00:00-00:00;,Sun;
747,132927,13:30-23:30;,Mon;Tue;Wed;Thu;Fri;
748,132927,13:00-23:30;,Sat;
749,132927,13:00-23:30;,Sun;
750,132926,07:00-20:00;,Mon;Tue;Wed;Thu;Fri;
751,132926,07:00-20:00;,Sat;
752,132926,07:00-20:00;,Sun;
753,132925,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;
754,132925,09:00-21:00;,Sat;
755,132925,09:00-21:00;,Sun;
756,132924,10:30-21:00;,Mon;Tue;Wed;Thu;Fri;
757,132924,10:30-21:00;,Sat;
758,132924,10:30-21:00;,Sun;
759,132923,04:30-23:30;,Mon;Tue;Wed;Thu;Fri;
760,132923,04:30-23:30;,Sat;
761,132923,04:30-23:30;,Sun;
762,132922,19:00-23:00;,Mon;Tue;Wed;Thu;Fri;
763,132922,19:00-23:00;,Sat;
764,132922,19:00-23:00;,Sun;
765,132921,01:00-20:30;,Mon;Tue;Wed;Thu;Fri;
766,132921,01:00-23:30;,Sat;
767,132921,01:00-23:30;,Sun;
768,132920,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
769,132920,13:00-23:30;,Sat;
770,132920,02:00-23:30;,Sun;
771,132919,09:00-13:00;,Mon;Tue;Wed;Thu;Fri;
772,132919,09:00-13:00;,Sat;
773,132919,09:00-12:00;,Sun;
774,132918,09:00-18:00;,Mon;Tue;Wed;Thu;Fri;
775,132918,09:00-18:00;,Sat;
776,132918,09:00-17:00;,Sun;
777,132917,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;
778,132917,09:00-21:00;,Sat;
779,132917,09:00-18:00;,Sun;
780,132916,18:00-22:30;,Mon;Tue;Wed;Thu;Fri;
781,132916,18:00-23:30;,Sat;
782,132916,16:00-23:30;,Sun;
783,132915,07:00-14:00;,Mon;Tue;Wed;Thu;Fri;
784,132915,07:00-14:30;,Sat;
785,132915,07:00-14:00;,Sun;
786,132914,18:30-23:00;,Mon;Tue;Wed;Thu;Fri;
787,132914,18:00-23:30;,Sat;
788,132914,18:00-23:30;,Sun;
789,132913,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
790,132913,13:00-23:30;,Sat;
791,132913,13:00-23:30;,Sun;
792,132912,07:30-14:30;,Mon;Tue;Wed;Thu;Fri;
793,132912,07:30-14:30;,Sat;
794,132912,07:30-14:30;,Sun;
795,132911,11:00-15:30;,Mon;Tue;Wed;Thu;Fri;
796,132911,11:00-15:30;,Sat;
797,132911,00:00-23:30;,Sun;
798,132910,08:00-17:00;,Mon;Tue;Wed;Thu;Fri;
799,132910,08:00-17:00;,Sat;
800,132910,08:00-17:00;,Sun;
801,132909,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
802,132909,00:00-23:30;,Sat;
803,132909,00:00-23:30;,Sun;
804,132908,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
805,132908,00:00-23:30;,Sat;
806,132908,00:00-23:30;,Sun;
807,132907,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
808,132907,00:00-23:30;,Sat;
809,132907,00:00-23:30;,Sun;
810,132906,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
811,132906,00:00-23:30;,Sat;
812,132906,00:00-23:30;,Sun;
813,132905,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
814,132905,00:00-23:30;,Sat;
815,132905,00:00-23:30;,Sun;
816,132904,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
817,132904,00:00-23:30;,Sat;
818,132904,00:00-23:30;,Sun;
819,132903,14:00-18:30;,Mon;Tue;Wed;Thu;Fri;
820,132903,14:00-18:30;,Sat;
821,132903,14:00-18:30;,Sun;
822,132902,19:30-02:00;,Mon;Tue;Wed;Thu;Fri;
823,132902,19:30-02:00;,Sat;
824,132902,07:30-02:00;,Sun;
825,132901,19:30-23:30;,Mon;Tue;Wed;Thu;Fri;
826,132901,18:00-23:30;,Sat;
827,132901,18:30-23:30;,Sun;
828,132900,13:00-22:00;,Mon;Tue;Wed;Thu;Fri;
829,132900,13:00-22:00;,Sat;
830,132900,14:00-22:00;,Sun;
831,132899,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
832,132899,07:00-23:30;,Sat;
833,132899,07:00-23:30;,Sun;
834,132898,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
835,132898,00:00-23:30;,Sat;
836,132898,00:00-23:30;,Sun;
837,132897,10:00-17:00;,Mon;Tue;Wed;Thu;Fri;
838,132897,10:00-17:00;,Sat;
839,132897,00:00-23:30;,Sun;
840,132896,06:30-23:30;,Mon;Tue;Wed;Thu;Fri;
841,132896,06:30-23:30;,Sat;
842,132896,06:30-23:30;,Sun;
843,132895,07:30-23:30;,Mon;Tue;Wed;Thu;Fri;
844,132895,07:30-23:30;,Sat;
845,132895,07:30-23:30;,Sun;
846,132894,09:00-20:00;,Mon;Tue;Wed;Thu;Fri;
847,132894,09:00-21:00;,Sat;
848,132894,11:00-23:30;,Sun;
849,132893,07:00-13:00;,Mon;Tue;Wed;Thu;Fri;
850,132893,10:00-21:00;,Sat;
851,132893,00:00-23:30;,Sun;
852,132892,08:00-20:30;,Mon;Tue;Wed;Thu;Fri;
853,132892,10:00-20:00;,Sat;
854,132892,00:00-23:30;,Sun;
855,132891,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;
856,132891,07:00-18:30;,Sat;
857,132891,10:00-19:00;,Sun;
858,132890,09:00-20:00;,Mon;Tue;Wed;Thu;Fri;
859,132890,09:00-20:00;,Sat;
860,132890,00:00-23:30;,Sun;
861,132889,10:00-19:00;,Mon;Tue;Wed;Thu;Fri;
862,132889,12:00-23:30;,Sat;
863,132889,00:00-23:30;,Sun;
864,132888,08:00-19:00;,Mon;Tue;Wed;Thu;Fri;
865,132888,09:00-19:00;,Sat;
866,132888,00:00-00:00;,Sun;
867,132887,09:00-23:30;,Sat;
868,132887,08:30-23:00;,Mon;Tue;Wed;Thu;Fri;
869,132887,10:00-23:30;,Sun;
870,132886,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
871,132886,08:30-23:30;,Sat;
872,132886,08:30-23:30;,Sun;
873,132885,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
874,132885,08:00-23:30;,Sat;
875,132885,08:00-23:30;,Sun;
876,132884,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
877,132884,00:00-23:30;,Sat;
878,132884,00:00-23:30;,Sun;
879,132883,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
880,132883,00:00-23:30;,Sat;
881,132883,00:00-23:30;,Sun;
882,132882,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
883,132882,00:00-23:30;,Sat;
884,132882,00:00-23:30;,Sun;
885,132881,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
886,132881,00:00-23:30;,Sat;
887,132881,00:00-23:30;,Sun;
888,132880,11:00-18:30;,Mon;Tue;Wed;Thu;Fri;
889,132880,10:30-19:00;,Sat;
890,132880,10:30-19:00;,Sun;
891,132879,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
892,132879,00:00-23:30;,Sat;
893,132879,00:00-23:30;,Sun;
894,132878,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
895,132878,00:00-23:30;,Sat;
896,132878,00:00-23:30;,Sun;
897,132877,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
898,132877,00:00-23:30;,Sat;
899,132877,00:00-23:30;,Sun;
900,132876,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
901,132876,00:00-23:30;,Sat;
902,132876,00:00-23:30;,Sun;
903,132875,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
904,132875,00:00-23:30;,Sat;
905,132875,00:00-23:30;,Sun;
906,132874,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
907,132874,00:00-23:30;,Sat;
908,132874,00:00-23:30;,Sun;
909,132873,11:00-22:00;,Mon;Tue;Wed;Thu;Fri;
910,132873,11:00-22:00;,Sat;
911,132873,11:00-22:00;,Sun;
912,132872,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;
913,132872,09:30-21:00;,Sat;
914,132872,00:00-00:00;,Sun;
915,132871,15:00-23:30;,Mon;Tue;Wed;Thu;Fri;
916,132871,15:00-23:30;,Sat;
917,132871,15:00-23:30;,Sun;
918,132870,10:30-23:00;,Mon;Tue;Wed;Thu;Fri;
919,132870,10:30-23:00;,Sat;
920,132870,10:30-23:00;,Sun;
921,132869,10:00-23:00;,Mon;Tue;Wed;Thu;Fri;
922,132869,10:00-23:00;,Sat;
923,132869,10:00-23:00;,Sun;
924,132868,14:00-02:00;,Mon;Tue;Wed;Thu;Fri;
925,132868,14:00-02:00;,Sat;
926,132868,14:00-02:00;,Sun;
927,132867,08:00-22:30;,Mon;Tue;Wed;Thu;Fri;
928,132867,08:00-23:30;,Sat;
929,132867,08:00-23:30;,Sun;
930,132866,09:00-22:00;,Mon;Tue;Wed;Thu;Fri;
931,132866,09:00-22:00;,Sat;
932,132866,09:00-22:00;,Sun;
933,132865,08:00-23:00;,Mon;Tue;Wed;Thu;Fri;
934,132865,08:00-23:00;,Sat;
935,132865,08:00-23:00;,Sun;
936,132864,20:00-01:00;,Mon;Tue;Wed;Thu;Fri;
937,132864,20:00-05:00;,Sat;
938,132864,20:00-03:00;,Sun;
939,132863,10:00-22:30;,Mon;Tue;Wed;Thu;Fri;
940,132863,10:00-22:30;,Sat;
941,132863,10:00-22:30;,Sun;
942,132862,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;
943,132862,09:30-23:30;,Sat;
944,132862,09:30-23:30;,Sun;
945,132861,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;
946,132861,10:00-23:30;,Sat;
947,132861,10:00-23:30;,Sun;
948,132860,10:00-23:00;,Mon;Tue;Wed;Thu;Fri;
949,132860,10:00-23:00;,Sat;
950,132860,10:00-23:00;,Sun;
951,132859,09:30-22:00;,Mon;Tue;Wed;Thu;Fri;
952,132859,09:30-22:00;,Sat;
953,132859,09:30-22:00;,Sun;
954,132858,18:30-23:30;,Mon;Tue;Wed;Thu;Fri;
955,132858,18:30-23:30;,Sat;
956,132858,18:30-23:30;,Sun;
957,132857,10:00-22:00;,Mon;Tue;Wed;Thu;Fri;
958,132857,10:00-22:00;,Sat;
959,132857,10:00-22:00;,Sun;
960,132856,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;
961,132856,10:30-22:30;,Sat;
962,132856,10:30-22:30;,Sun;
963,132855,10:00-16:30;,Mon;Tue;Wed;Thu;Fri;
964,132855,10:00-16:30;,Sat;
965,132855,10:00-16:30;,Sun;
966,132854,10:30-22:00;,Mon;Tue;Wed;Thu;Fri;
967,132854,10:30-22:00;,Sat;
968,132854,10:30-22:00;,Sun;
969,132853,12:00-19:00;,Mon;Tue;Wed;Thu;Fri;
970,132853,12:00-19:00;,Sat;
971,132853,00:00-00:00;,Sun;
972,132852,18:00-05:30;,Mon;Tue;Wed;Thu;Fri;
973,132852,18:00-05:30;,Sat;
974,132852,18:00-04:30;,Sun;
975,132851,09:00-22:00;,Mon;Tue;Wed;Thu;Fri;
976,132851,09:00-22:00;,Sat;
977,132851,09:00-22:00;,Sun;
978,132850,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;
979,132850,08:00-22:00;,Sat;
980,132850,18:00-22:00;,Sun;
981,132849,14:00-21:00;,Mon;Tue;Wed;Thu;Fri;
982,132849,14:00-21:00;,Sat;
983,132849,14:00-21:00;,Sun;
984,132848,17:30-01:30;,Mon;Tue;Wed;Thu;Fri;
985,132848,17:30-01:30;,Sat;
986,132848,17:30-01:30;,Sun;
987,132847,20:00-01:30;,Mon;Tue;Wed;Thu;Fri;
988,132847,20:00-01:30;,Sat;
989,132847,20:00-01:30;,Sun;
990,132846,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
991,132846,08:00-23:30;,Sat;
992,132846,08:00-23:30;,Sun;
993,132845,19:30-23:30;,Mon;Tue;Wed;Thu;Fri;
994,132845,19:30-23:30;,Sat;
995,132845,19:30-23:30;,Sun;
996,132844,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
997,132844,00:00-23:30;,Sat;
998,132844,00:00-23:30;,Sun;
999,132843,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1000,132843,00:00-23:30;,Sat;
1001,132843,00:00-23:30;,Sun;
1002,132842,19:00-04:00;,Mon;Tue;Wed;Thu;Fri;
1003,132842,19:00-04:00;,Sat;
1004,132842,19:00-12:00;,Sun;
1005,132841,12:00-18:00;,Mon;Tue;Wed;Thu;Fri;
1006,132841,12:00-18:00;,Sat;
1007,132841,12:00-18:00;,Sun;
1008,132840,07:00-11:00;,Mon;Tue;Wed;Thu;Fri;
1009,132840,07:00-11:00;,Sat;
1010,132840,00:00-00:00;,Sun;
1011,132839,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1012,132839,00:00-23:30;,Sat;
1013,132839,00:00-23:30;,Sun;
1014,132838,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1015,132838,00:00-23:30;,Sat;
1016,132838,00:00-23:30;,Sun;
1017,132837,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1018,132837,00:00-23:30;,Sat;
1019,132837,00:00-23:30;,Sun;
1020,132836,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1021,132836,00:00-23:30;,Sat;
1022,132836,00:00-23:30;,Sun;
1023,132835,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1024,132835,00:00-23:30;,Sat;
1025,132835,00:00-23:30;,Sun;
1026,132834,08:30-15:00;,Mon;Tue;Wed;Thu;Fri;
1027,132834,00:00-23:30;,Sat;
1028,132834,00:00-23:30;,Sun;
1029,132833,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1030,132833,00:00-23:30;,Sat;
1031,132833,00:00-23:30;,Sun;
1032,132832,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1033,132832,00:00-23:30;,Sat;
1034,132832,00:00-23:30;,Sun;
1035,132831,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1036,132831,00:00-23:30;,Sat;
1037,132831,00:00-23:30;,Sun;
1038,132830,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1039,132830,00:00-23:30;,Sat;
1040,132830,00:00-23:30;,Sun;
1041,132829,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1042,132829,00:00-23:30;,Sat;
1043,132829,00:00-23:30;,Sun;
1044,132828,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1045,132828,00:00-23:30;,Sat;
1046,132828,00:00-23:30;,Sun;
1047,132827,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1048,132827,00:00-23:30;,Sat;
1049,132827,00:00-23:30;,Sun;
1050,132826,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1051,132826,00:00-23:30;,Sat;
1052,132826,00:00-23:30;,Sun;
1053,132825,09:00-12:00;,Mon;Tue;Wed;Thu;Fri;
1054,132825,09:00-12:00;,Sat;
1055,132825,09:00-12:00;,Sun;
1056,132824,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1057,132824,00:00-23:30;,Sat;
1058,132824,00:00-23:30;,Sun;
1059,132823,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1060,132823,00:00-23:30;,Sat;
1061,132823,00:00-23:30;,Sun;
1062,132822,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1063,132822,00:00-23:30;,Sat;
1064,132822,00:00-23:30;,Sun;
1065,132821,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1066,132821,00:00-23:30;,Sat;
1067,132821,00:00-23:30;,Sun;
1068,132820,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1069,132820,00:00-23:30;,Sat;
1070,132820,00:00-23:30;,Sun;
1071,132819,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1072,132819,00:00-23:30;,Sat;
1073,132819,00:00-23:30;,Sun;
1074,132818,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1075,132818,00:00-23:30;,Sat;
1076,132818,00:00-23:30;,Sun;
1077,132817,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1078,132817,00:00-23:30;,Sat;
1079,132817,00:00-23:30;,Sun;
1080,132816,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1081,132816,00:00-23:30;,Sat;
1082,132816,00:00-23:30;,Sun;
1083,132815,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1084,132815,00:00-23:30;,Sat;
1085,132815,00:00-23:30;,Sun;
1086,132813,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1087,132813,00:00-23:30;,Sat;
1088,132813,00:00-23:30;,Sun;
1089,132812,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1090,132812,00:00-23:30;,Sat;
1091,132812,00:00-23:30;,Sun;
1092,132811,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1093,132811,00:00-23:30;,Sat;
1094,132811,00:00-23:30;,Sun;
1095,132810,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1096,132810,00:00-23:30;,Sat;
1097,132810,00:00-23:30;,Sun;
1098,132809,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1099,132809,00:00-23:30;,Sat;
1100,132809,00:00-23:30;,Sun;
1101,132808,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1102,132808,00:00-23:30;,Sat;
1103,132808,00:00-23:30;,Sun;
1104,132807,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1105,132807,00:00-23:30;,Sat;
1106,132807,00:00-23:30;,Sun;
1107,132806,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1108,132806,00:00-23:30;,Sat;
1109,132806,00:00-23:30;,Sun;
1110,132805,09:00-19:00;,Sat;
1111,132805,09:00-19:00;,Mon;Tue;Wed;Thu;Fri;
1112,132805,09:00-19:00;,Sun;
1113,132804,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1114,132804,00:00-23:30;,Sat;
1115,132804,00:00-23:30;,Sun;
1116,132803,11:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1117,132803,11:30-23:30;,Sat;
1118,132803,11:30-23:30;,Sun;
1119,132802,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1120,132802,09:30-23:30;,Sat;
1121,132802,09:30-23:30;,Sun;
1122,132801,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1123,132801,13:30-23:30;,Sat;
1124,132801,13:00-23:30;,Sun;
1125,132799,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1126,132799,10:30-23:30;,Sat;
1127,132799,11:30-23:30;,Sun;
1128,132798,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1129,132798,00:00-23:30;,Sat;
1130,132798,00:00-23:30;,Sun;
1131,132797,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1132,132797,10:00-23:30;,Sat;
1133,132797,10:00-23:30;,Sun;
1134,132796,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1135,132796,00:00-23:30;,Sat;
1136,132796,00:00-23:30;,Sun;
1137,132795,10:00-23:00;,Mon;Tue;Wed;Thu;Fri;
1138,132795,09:00-23:30;,Sat;
1139,132795,09:00-23:30;,Sun;
1140,132794,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
1141,132794,00:00-23:30;,Sat;
1142,132794,00:00-23:30;,Sun;
