index,placeID,Rpayment
1296,132024,bank_debit_cards
1297,132024,Diners_Club
1298,132023,American_Express
1299,132023,Japan_Credit_Bureau
1300,132023,bank_debit_cards
1301,132023,Diners_Club
1302,132019,MasterCard-Eurocard
1303,132019,Visa
1304,132019,American_Express
1305,132019,Diners_Club
1306,132012,Visa
1307,132012,American_Express
1308,132012,bank_debit_cards
1309,132012,Diners_Club
1310,132002,MasterCard-Eurocard
1311,132002,Visa
1312,132002,American_Express
1313,132002,Diners_Club
