,Unnamed: 0,placeID,Rcuisine,Rpayment,parking_lot,latitude,longitude,name,address,city,state,country,price,Rambience,area
150,150,49,Japanese,MasterCard-Eurocard,valet parking,22.1499013,-100.9937793,shi ro ie,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,open
151,151,49,Japanese,American_Express,valet parking,22.1499013,-100.9937793,shi ro ie,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,open
152,152,49,Japanese,bank_debit_cards,valet parking,22.1499013,-100.9937793,shi ro ie,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,open
153,153,50,American,cash,public,22.1735955,-100.9946027,Pizzeria Julios,Satelite 606 Satelite,San Luis Potosi,Mexico,Mexico,medium,familiar,closed
154,154,50,American,bank_debit_cards,public,22.1735955,-100.9946027,Pizzeria Julios,Satelite 606 Satelite,San Luis Potosi,Mexico,Mexico,medium,familiar,closed
155,155,51,Burgers,cash,no,22.1430781,-100.9354788,Tortas y hamburguesas el gordo,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
156,156,52,Pizzeria,cash,yes,22.1412384,-100.9239252,Dominos Pizza,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
157,157,53,Bakery,cash,yes,22.1412198,-100.9313107,Chaires,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
158,158,53,Cafeteria,cash,yes,22.1412198,-100.9313107,Chaires,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
159,159,54,International,cash,valet parking,22.1506429,-100.9870148,La Posada del Virrey,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
160,160,54,International,VISA,valet parking,22.1506429,-100.9870148,La Posada del Virrey,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
161,161,54,International,MasterCard-Eurocard,valet parking,22.1506429,-100.9870148,La Posada del Virrey,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
162,162,54,International,American_Express,valet parking,22.1506429,-100.9870148,La Posada del Virrey,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
163,163,54,International,bank_debit_cards,valet parking,22.1506429,-100.9870148,La Posada del Virrey,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
164,164,55,Burgers,cash,yes,22.1480965,-101.0173023,Carls Jr,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
165,165,55,Burgers,VISA,yes,22.1480965,-101.0173023,Carls Jr,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
166,166,55,Burgers,MasterCard-Eurocard,yes,22.1480965,-101.0173023,Carls Jr,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
167,167,55,Burgers,American_Express,yes,22.1480965,-101.0173023,Carls Jr,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
168,168,55,Burgers,bank_debit_cards,yes,22.1480965,-101.0173023,Carls Jr,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
169,169,56,Burgers,cash,no,22.1312917,-100.9371941,Hamburguesas Valle Dorado,Av. Coral,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
170,170,57,Italian,cash,no,22.1513782,-100.9746337,Unicols Pizza,Plaza del Carmen,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
171,171,58,International,cash,yes,22.1378633,-100.9383273,Sirlone,carr. mexico,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
172,172,58,International,VISA,yes,22.1378633,-100.9383273,Sirlone,carr. mexico,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
173,173,58,International,bank_debit_cards,yes,22.1378633,-100.9383273,Sirlone,carr. mexico,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
174,174,59,American,cash,yes,22.136872,-100.9345736,KFC,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
175,175,59,Game,cash,yes,22.136872,-100.9345736,KFC,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
176,176,60,International,cash,no,22.1422732,-100.9426537,el lechon potosino ,circuito oriente esq. carretera 57,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,open
177,177,61,Mexican,cash,no,22.1262926,-100.9007764,Cenaduria El RincÃ³n de Tlaquepaque,av. seminario,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
178,178,62,Mexican,cash,public,22.156469,-100.98554,Gorditas Doa Gloria,sevilla y olmedo 715 a,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
179,179,63,Mexican,cash,no,22.1473922,-100.983092,puesto de tacos,esquina santos degollado y leon guzman,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,open
180,180,64,Family,cash,no,18.8699929,-99.2103195,El cotorreo,Emiliano Zapata Col. Tres de Mayo,Cuernavaca,Morelos,Mexico,low,familiar,open
181,181,64,Mexican,cash,no,18.8699929,-99.2103195,El cotorreo,Emiliano Zapata Col. Tres de Mayo,Cuernavaca,Morelos,Mexico,low,familiar,open
182,182,65,Family,cash,no,18.9257734,-99.2326355,Mariscos Tia Licha,avenida salvador montiel ,Cuernavaca,Morelos,Mexico,medium,familiar,closed
183,183,65,Family,bank_debit_cards,no,18.9257734,-99.2326355,Mariscos Tia Licha,avenida salvador montiel ,Cuernavaca,Morelos,Mexico,medium,familiar,closed
184,184,66,Vietnamese,cash,yes,18.8820871,-99.1630268,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,Morelos,Mexico,medium,familiar,open
185,185,66,Vietnamese,VISA,yes,18.8820871,-99.1630268,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,Morelos,Mexico,medium,familiar,open
186,186,66,Vietnamese,American_Express,yes,18.8820871,-99.1630268,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,Morelos,Mexico,medium,familiar,open
187,187,67,Japanese,cash,yes,18.9101777,-99.2315438,Mikasa,Himno nacional esq. Blvd. Juarez,Cuernavaca,Morelos,Mexico,medium,familiar,closed
188,188,68,Mexican,cash,public,22.153324,-101.0195459,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
189,189,68,Mexican,VISA,public,22.153324,-101.0195459,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
190,190,68,Mexican,American_Express,public,22.153324,-101.0195459,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
191,191,68,Mexican,bank_debit_cards,public,22.153324,-101.0195459,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
192,192,69,Mexican,cash,no,22.1477379,-100.9906163,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
193,193,70,Mexican,cash,no,23.7521965,-99.1666317,Carreton de Flautas y Migadas,Calle Mezquite Fracc Framboyanes,Ciudad Victoria,Tamaulipas,Mexico,low,familiar,open
194,194,71,Pizzeria,cash,yes,23.7527071,-99.1625655,Little Cesarz,Calle Mezquite Fracc Framboyanes,Ciudad Victoria,Tamaulipas,Mexico,medium,familiar,closed
195,195,71,Pizzeria,VISA,yes,23.7527071,-99.1625655,Little Cesarz,Calle Mezquite Fracc Framboyanes,Ciudad Victoria,Tamaulipas,Mexico,medium,familiar,closed
196,196,71,Pizzeria,MasterCard-Eurocard,yes,23.7527071,-99.1625655,Little Cesarz,Calle Mezquite Fracc Framboyanes,Ciudad Victoria,Tamaulipas,Mexico,medium,familiar,closed
197,197,71,Pizzeria,bank_debit_cards,yes,23.7527071,-99.1625655,Little Cesarz,Calle Mezquite Fracc Framboyanes,Ciudad Victoria,Tamaulipas,Mexico,medium,familiar,closed
198,198,72,Mexican,cash,no,23.7543569,-99.171288,Taqueria EL amigo ,Calle Mezquite Fracc Framboyanes,Cd Victoria,Tamaulipas,Mexico,low,familiar,open
199,199,73,Mexican,cash,public,22.1489337,-101.019845,Gordas de morales,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
200,200,73,Mexican,VISA,public,22.1489337,-101.019845,Gordas de morales,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
201,201,74,Fast_Food,cash,public,23.7318602,-99.1504365,tortas hawai,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
202,202,75,Mexican,cash,no,23.7324226,-99.1586602,tacos de la estacion,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,open
203,203,76,Mexican,cash,public,23.7292162,-99.1323571,Gorditas Dona Tota,Zaragoza entre Francisco Zarco y Lopez Velarde,Ciudad Victoria,Tamaulipas,Mexico,medium,familiar,closed
204,204,76,Mexican,VISA,public,23.7292162,-99.1323571,Gorditas Dona Tota,Zaragoza entre Francisco Zarco y Lopez Velarde,Ciudad Victoria,Tamaulipas,Mexico,medium,familiar,closed
205,205,77,Armenian,cash,no,23.7526973,-99.1633594,little pizza Emilio Portes Gil,calle emilio portes gil,Ciudad Victoria,Tamaulipas,Mexico,low,familiar,closed
206,206,78,Italian,cash,yes,23.7375834,-99.1351318,la perica hamburguesa,Zaragoza entre Francisco Zarco y Lopez Velarde,Ciudad Victoria,Tamaulipas,Mexico,medium,familiar,closed
207,207,78,Italian,American_Express,yes,23.7375834,-99.1351318,la perica hamburguesa,Zaragoza entre Francisco Zarco y Lopez Velarde,Ciudad Victoria,Tamaulipas,Mexico,medium,familiar,closed
208,208,79,Mexican,cash,yes,23.7529035,-99.165076,carnitas_mata,lic. Emilio portes gil,Ciudad Victoria,Tamaulipas,Mexico,medium,familiar,closed
209,209,80,Fast_Food,cash,yes,23.7602683,-99.1658646,Pollo_Frito_Buenos_Aires,tampico,Ciudad Victoria,Tamaulipas,Mexico,low,quiet,closed
210,210,81,Mexican,cash,public,23.7588052,-99.1651297,Hamburguesas La perica,cd. mier,Ciudad Victoria,Tamaulipas,Mexico,low,quiet,open
211,211,82,Mexican,cash,public,23.7521677,-99.165709,tacos de barbacoa enfrente del Tec,Calle Mezquite Fracc Framboyanes,Ciudad Victoria,Tamaulipas,Mexico,low,familiar,open
212,212,83,Mexican,cash,yes,23.7523648,-99.1652879,Gorditas Dona Tota,Calle Mezquite Fracc Framboyanes,Ciudad Victoria,Tamaulipas,Mexico,medium,familiar,closed
213,213,84,Cafeteria,cash,yes,22.1416471,-100.9927118,Cafe Chaires,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
214,214,85,Regional,cash,public,23.7523041,-99.1669133,puesto de gorditas,frente al tecnologico,Ciudad Victoria,Tamaulipas,Mexico,low,familiar,open
